title,jobId,currency,footerPlaceholderLabel,footerPlaceholderColor,companyName,isSaved,tagsAndSkills,experience,salary,location,companyId,jdURL,staticUrl,jobDescription,showMultipleApply,groupId,isTopGroup,createdDate,mode,board
Openings For freshers - Hardware and Network Engineer(male only),190624008142,INR,14 Days Ago,grey,App Technology,False,"Hardware Networking,System Engineering,Desktop Support,Network Troubleshooting,Hardware Troubleshooting,Network Engineering,OS Installation,Network Support",0 Yrs,Not disclosed,Chennai,6327128,/job-listings-openings-for-freshers-hardware-and-network-engineer-male-only-app-technology-chennai-0-to-0-years-190624008142,app-technology-jobs-careers-6327128,2014 to 2024 batch can apply <br><br>Any graduates<br><br>Hands-on experience in MS-Outlook configuration & Troubleshooting,False,5709500,0,1718792962555,jp,1
"Hardware engineer/ Networking Engineer / system engineer,2024 graduate",070624004035,INR,27 Days Ago,grey,Creative Hands HR,False,"Network Engineering,Networking,Desktop Engineering,LAN Troubleshooting,Software Installation,Hardware,Network Troubleshooting,Hardware Installation",0-4 Yrs,4-7 Lacs PA,"Chennai, Hyderabad, Bengaluru",4426402,/job-listings-hardware-engineer-networking-engineer-system-engineer-2024-graduate-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-4-years-070624004035,creative-hands-hr-jobs-careers-4426402,2024 graduate can also apply . <br><br>Preferred candidate profile . .,False,900242,0,1717733602132,jp,1
Internship For Software Engineers - Freshers,190424500473,INR,Starts in 1-3 months,green,Faveo Helpdesk,False,,,Unpaid,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",3597188,/job-listings-internship-for-software-engineers-freshers-faveo-helpdesk-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-0-years-190424500473,faveo-helpdesk-jobs-careers-3597188,"As part of the internship,you will learn to work on either of the technologies listed below and build a project using this technology<br><br>Candidates from Engineering(computer science and information technology) background preferred <br><br>Candidates having interest in programming preferred <br><br>Candidates having prior knowledge of technologies mentioned above are preferred . .",False,2873810,0,0,crawled,1
Software Engineer (iOS),260723501487,INR,30+ Days Ago,grey,Neoastra Systems,False,"C++,Coding,TDD,Debugging,Packaging,MVC,Unit testing,WPF",0-2 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",123738897,/job-listings-software-engineer-ios-neoastra-systems-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-260723501487,neoastra-systems-jobs-careers-123738897,"Good to have knowledge of Design Patterns,OOD principles and methods<br><br>Experience using and maintaining CI / CD pipelines using XCode<br><br> Must be able to design custom control and complex user interface using WPF<br><br> Must be able to assist in design and development reviews<br><br>Experience with Objective-C,C / C++ and Swift and native iOS Development",False,5903588,0,1690376303000,crawled,1
Software Engineer (Android),260723501486,INR,30+ Days Ago,grey,Neoastra Systems,False,"Object oriented design,android application,Prototype,Technical design,Mobile applications,Android,Application,Technical",0-2 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",123738897,/job-listings-software-engineer-android-neoastra-systems-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-260723501486,neoastra-systems-jobs-careers-123738897,"Required Skills . Java / kotlin . Technical Skills . Good Knowledge in Object Oriented Design,Kotlin / Java and the Android Platform<br><br> . Education . BE/ BTech in Computer Science or Engineering preferred<br><br> Good knowledge of tools / libraries like",False,5903588,0,1690376303000,crawled,1
Software Engineer (AI - ML),260723501485,INR,30+ Days Ago,grey,Neoastra Systems,False,"Computer vision,C++,Image processing,Memory management,MySQL,Machine learning,Stored procedures,SQL",0-2 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",123738897,/job-listings-software-engineer-ai-ml-neoastra-systems-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-260723501485,neoastra-systems-jobs-careers-123738897,Masters / Bachelors with a focus on machine learning (deep learning) or image processing / computer vision<br><br>A candidate must have experience in designing and implementing Machine Learning algorithms<br><br>Knowledge of Python is required. <br><br>Required Skills . C++ . Python . OpenCV . Technical Skills . Object-Oriented Programming (OOP),False,5903588,0,1690376303000,crawled,1
Software Engineer And Developer,250624007376,INR,8 Days Ago,grey,Mantra Technologies,False,"Software Training,ERP Implementation,Product Support,Software Implementation,Technical Support,ERP Training,Technical Training,User Training",0-2 Yrs,7.5-11 Lacs PA,"Chennai, Kolkata, Hyderabad, Pune, Ahmedabad, Bengaluru, Delhi / NCR, Mumbai (All Areas)",123967467,/job-listings-software-engineer-and-developer-mantra-technologies-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-250624007376,owfis-jobpe-technologies-jobs-careers-123967467,The software engineer writes code to agreed coding standards.The software engineer follows TDD practices to develop failing tests before changing or writing new code.The software engineer develops unit tests for all code,False,9421031,0,1719308147854,jp,1
Intern: Software Engineering,211118500010,INR,Starts in 1-3 months,green,BayaTree,False,,,Unpaid,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",1852072,/job-listings-intern-software-engineering-bayatree-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-1-years-211118500010,bayatree-infocom-jobs-careers-189563,"You should be a fresh graduate/ post graduate with good communication skills and passion for at least one area in software technologies (Development/ QA/ Design/ Deployment) You will focus on learning about the software development practices,  and can expect to gain valuable insight that can further your interest in your chosen career field.",False,4583603,0,0,crawled,1
Software Engineer I/II,150124501170,INR,30+ Days Ago,grey,Elitefit.ai,False,"Computer science,Automation,Backend,Front end,Web technologies,Postgresql,MySQL,Javascript",0-3 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",123795429,/job-listings-software-engineer-i-ii-elitefit-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-150124501170,elitefit-ai-jobs-careers-123795429,An ideal candidate will have hands-on experience in at least one framework to build web applications<br><br>Obsession about the impact on customer experience<br><br> . Good to have . .,False,7253091,0,1705322999000,crawled,1
Software Testing Engineer (Senior & Junior),130723502028,INR,30+ Days Ago,grey,Cal4care,False,"Software testing,Software design,Linux,Coding,Debugging,Windows,Selenium,Bugzilla",0-3 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",123879491,/job-listings-software-testing-engineer-senior-junior-cal4care-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-3-years-130723502028,cal4care-jobs-careers-123879491,"<p> <span> We are looking for senior and junior software testing engineers to join our QA team. As a software testing engineer, you will be responsible for evaluating software functions and designing test protocols to ensure that products work as intended. You will also be responsible for completing all testing procedures, suggesting performance changes, and preparing performance reports for the product and RD managers. </span> <span> </span> </p> <p> <span> The successful candidate should have advanced knowledge in software design and engineering, a good eye for detail, and a natural gift for software troubleshooting. A skilled software test engineer should be able to identify even the smallest flaw in software designs and suggest simple yet effective fixes. </span> <span> </span> </p> <p> <span> <strong> Responsibilities: </strong> </span> </p> <li> <span> Meet with product and RD managers to discuss software specifications and controls. </span> <span> </span> </li> <li> <span> Use the software as intended to analyze its functional properties. </span> <span> </span> </li> <li> <span> Design manual and automated test procedures to evaluate each software product. </span> <span> </span> </li> <span> Building, coding, and implementing software evaluation test programs. </span> <li> <span> Running test programs to ensure that testing protocols evaluate the software correctly. </span> <span> </span> </li> <p> <span> Tweaking the software testing systems for maximum performance. </span> <span> Finalizing and documenting testing procedures. </span> <span> Completing final tests and creating test reports. </span> <span> Presenting test reports to management and suggesting software fixes. </span> <span> </span> </p> <p> <span> <strong> Requirements: </strong> </span> </p> <li> <span> Bachelor s degree in computer science, software engineering, or similar field. </span> <span> </span> </li> <span> Proven work experience as a software test engineer. </span> <li> <span> In-depth knowledge of program testing software including Bugzilla and selenium. </span> <span> </span> </li> <span> Advanced knowledge of debugging codes and software development languages. </span> <li> <span> Experience working with popular operating systems including Windows and Linux. </span> <span> </span> </li> <span> Strong attention to detail. </span> <span> Ability to collect data and compile test reports. </span> <li> <span> Excellent software troubleshooting skills. </span> <span> </span> </li> <span> Ability to design and write complex software testing procedures. </span>",False,9286923,0,1689263446000,crawled,1
Software Engineer,010323500468,INR,30+ Days Ago,grey,Scribble Data,False,"metadata,Publishing,data security,Machine learning,Data structures,Analytics,SQL,Python",0-1 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",123697797,/job-listings-software-engineer-scribble-data-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-010323500468,scribble-data-jobs-careers-123697797,"<div> <div> <span> We are searching for a strong software engineer with a data engineering bent of mind to work on our flagship feature store product, Enrich. You will work on extending functionality for Enrich as well as delivering working systems atop Enrich for Scribble s customers with high attention-to-detail ensuring trust, robustness, performance, and ease of use. Here are all the details you ll need, to see if we can work together: </span> </div> <div> <br /> </div> <ul> <li> You will develop high-performance data processing systems for dealing with internet-scale data.  </li> <li> You will develop and deploy robust, distributed, scalable, real-time, data processing infrastructure that can support various downstream applications including reporting, analytics, user intelligence, machine learning, and decision support. </li> <li> You have strong software engineering skills, system-level thinking and problem-solving ability paired with the love to build and ship robust code.  </li> <li> You accept nothing less than top-quality code and think in terms of code reviews, unit, integration, end to end tests in a fast-moving development environment, delivering incremental value daily. </li> </ul> <div> <br /> </div> <div> <strong> Your Strengths </strong> </div> <ul> <li> 5 years industry experience; plus points if any of those were spent building data infrastructure </li> <li> Fluent in Python; you know the language and its quirks, not having just written scripts </li> <li> Strong command of SQL </li> <li> Strong understanding of computer science concepts (OOD, algorithm design, data structures, execution and memory optimization) </li> <li> Experience developing and publishing APIs using web services </li> <li> Plus points for experience implementing systems for data workflow management </li> <li> Bachelors/Masters in Computer Science </li> </ul> <div> <br /> </div> <div> <strong> Nice to Have </strong> </div> <ul> <li> Experience using at least some among distributed storage (e.g. S3), serverless architecture (e.g. Lambda), streaming data (e.g. Kafka), scalable search (e.g. Elasticsearch) </li> <li> Experience with big data technologies like map-reduce, NoSQL, Spark, HBase, Hive </li> <li> <span> Experience with data security protocols and data access controls </span> </li> </ul> <div> <br /> </div> <div> <strong> Does this sound like you? </strong> </div> <ul> <li> You like adventure and have a stomach for learning and unlearning every day </li> <li> You are excited by powering up a whole generation of upcoming data applications </li> <li> You dream big and believe that hard problems need streamlined systems and massive amounts of data to tackle effectively </li> <li> You embrace uncertainty and can develop processes and systems to handle rapidly evolving requirements </li> <li> You have a sense of humour </li> </ul> <div>   </div> </div>",False,6590823,0,1677672840000,crawled,1
Software Developer/Trainer,230920500882,INR,Starts in 1-3 months,green,Thrive Info Tech,False,,,Unpaid,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",4571516,/job-listings-software-developer-trainer-thrive-info-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-230920500882,thrive-info-tech-jobs-careers-4571516,"<ul> <li> Teaching various computer languages and specialist applications </li> <li> Organising and promoting courses </li> <li> Developing and delivering programmes of learning activities </li> <li> Preparing teaching materials </li> <li> Spending contact time with students on an individual or group basis </li> <li> Invigilating examinations </li> <li> Checking and assessing students' work and giving feedback </li> <li> Making use of new technology such as distance learning or video conferencing </li> <li> Keeping IT skills and knowledge up to date. </li> </ul> <p> <strong> Key Skills </strong> </p> <ul> <li> Excellent oral and written communication </li> <li> C, C++, Java, PHP, DotNet, Android (Any 3 Mandatory) </li> <li> Administrative skills </li> <li> Management and leadership skills </li> <li> Organisation and efficiency </li> <li> Analytical and technical skills </li> <li> The ability to motivate others </li> <li> A patient and friendly approach to teaching </li> </ul>",False,3731286,0,0,crawled,1
Openings For system Engineer and Network Engineer-Freshers,030724006558,INR,1 Day Ago,green,App Technology,False,"Hardware Networking,System Engineering,Outlook Configuration,Desktop Support,Hardware Troubleshooting,Network Engineering,OS Installation,Network Support",0 Yrs,Not disclosed,Chennai,6327128,/job-listings-openings-for-system-engineer-and-network-engineer-freshers-app-technology-chennai-0-to-0-years-030724006558,app-technology-jobs-careers-6327128,Male candidates only<br><br>Hands-on experience in MS-Outlook configuration & Troubleshooting Excellent problem solving and multitasking skills <br><br>2014 to 2024 batch can apply,False,5709500,0,1720004570463,jp,1
Software Engineer Trainee,100624004400,INR,23 Days Ago,grey,500 Apps,False,"HTML,CSS,XML,UI Development,Javascript,Bootstrap,XHTML,DHTML",0-2 Yrs,7-12 Lacs PA,"Hybrid - Chennai, Kolkata, Hyderabad, Pune, Ahmedabad, Bengaluru, Delhi / NCR, Mumbai (All Areas)",123967467,/job-listings-software-engineer-trainee-500-apps-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-2-years-100624004400,owfis-jobpe-technologies-jobs-careers-123967467,"An ideal candidate would work in APP development using cutting-edge technologies like; JavaScript, Angular, ReactJs, VueJs with guidance from seniors. Showcase good analytical and evaluation skills in the tasks Enthusiastic to learn new tech.",False,9421031,0,1718013710660,jp,1
Computer Vision Engineer,230623500030,INR,30+ Days Ago,grey,Gleuck,False,"Computer vision,Machine learning,Deployment,Mathematics,Research,Statistics,Electricals,Vision",3-8 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3866546,/job-listings-computer-vision-engineer-gleuck-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-8-years-230623500030,gleuck-jobs-careers-3866546,"Essential Experience Experience in image classification,localisation,segmentation,face analysis,SLAM,3D mapping,surveillance,action recognition and tracking (at least three) .",False,1181852,0,1687507508000,crawled,1
Openings For Freshers Desktop Support Engineer/Network Engineer,290624004303,INR,5 Days Ago,grey,App Technology,False,"Hardware Networking,Outlook Configuration,Desktop Support,Hardware Engineering,Hardware,OS Installation,System Administration,Network Support",0 Yrs,Not disclosed,Chennai,6327128,/job-listings-openings-for-freshers-desktop-support-engineer-network-engineer-app-technology-chennai-0-to-0-years-290624004303,app-technology-jobs-careers-6327128,"Male candidates only<br><br>2014 to 2024 batch can apply <br><br>Hands-on experience in MS-Outlook configuration & Troubleshooting Knowledge of network troubleshooting,Ethernet and IP configuration",False,5709500,0,1719647677374,jp,1
Need System Engineer and Network Engineer-Freshers only,280624007731,INR,5 Days Ago,grey,App Technology,False,"Hardware Networking,Outlook Configuration,Desktop Support,Network Troubleshooting,Hardware Troubleshooting,OS Installation,Network Support,Hardware Support",0 Yrs,Not disclosed,Chennai,6327128,/job-listings-need-system-engineer-and-network-engineer-freshers-only-app-technology-chennai-0-to-0-years-280624007731,app-technology-jobs-careers-6327128,Male candidates only<br><br>Hands-on experience in MS-Outlook configuration & Troubleshooting,False,5709500,0,1719569633044,jp,1
ENGINEER - PS/CP - RAN/CN,150524502215,INR,30+ Days Ago,grey,Sasken Technologies,False,"VXWorks,C++,Linux,3G,Coding,Protocol stack,Perl,Middleware",0-2 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",1122444,/job-listings-engineer-ps-cp-ran-cn-sasken-communication-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-150524502215,sasken-technologies-jobs-careers-20343,"Expected to enhance technical capabilities by attending trainings,self-study and periodic technical assessments. Education and Experience Required . Engineering graduate,MCA,etc <br><br>Experience: 0-2 years",False,22056,0,1715780156000,crawled,1
Internship For Desktop Support Engineer,020724005714,INR,2 Days Ago,grey,Aaraa Codewares,False,"Java,hardware diagnostic and repAIR,Node,Node.Js,react,Front End,Service Desk,MySQL",,1.75-4.25 Lacs PA,"Chennai, Hyderabad, Bengaluru",124194220,/job-listings-internship-for-desktop-support-engineer-aaraa-codewares-hyderabad-chennai-bengaluru-0-to-0-years-020724005714,aaraa-codewares-jobs-careers-124194220, . Software Engineer Intern <br><br>Desktop Support Engineer Intern,False,10727148,0,1719901923699,jp,1
Computer Operator,111022501129,INR,30+ Days Ago,grey,D Source,False,"Computer Operator,MIN,Computer Data Entry Operator,Monitoring,Operating,Computer,Computer operating,Data entry",0-1 Yrs,Not disclosed,"Chennai, Nashik, New Delhi, Hyderabad, Gurugram, Bengaluru",4733662,/job-listings-computer-operator-d-source-nashik-new-delhi-hyderabad-chennai-gurugram-bengaluru-0-to-1-years-111022501129,d-source-jobs-careers-4733662,<p> </p> <ul> <li> Providing data by operating a computer.  </li> <li> Determining a sequence of operations by studying production schedules.  </li> <li> Performing defined tasks as per company processes.  </li> <li> Monitoring and manipulating daily jobs that are determined by a system.  </li> </ul> <p> </p> <p> <strong> Skills: </strong> </p> <ul> <li> Computer Literacy </li> </ul> <p> </p> <div> </div>,False,4786107,0,1665486999000,crawled,1
DC Engineer,240524500821,INR,30+ Days Ago,grey,Hexaware Technologies,False,"Application support,Computer hardware,WAN,LAN,Hardware,Windows,Customer service,Technical support",1-5 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",1369460,/job-listings-dc-engineer-hexaware-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-240524500821,hexaware-technologies-jobs-careers-9815,Vendor management for devices . Good communication skill . Senior Desktop Support Engineer who will have hands-on on overall Operating system and troubling shooting around the issues<br><br> Infra engineer should have an experience managing the ODC Operations such as,False,12466,0,1716551796000,crawled,1
EUC Engineer,160524502299,INR,30+ Days Ago,grey,Hexaware Technologies,False,"Application support,Computer hardware,WAN,LAN,Customer service,Windows,Asset management,Desktop support",5-8 Yrs,Not disclosed,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru",1369460,/job-listings-euc-engineer-hexaware-technologies-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-160524502299,hexaware-technologies-jobs-careers-9815,"When the restoration is beyond the scope of the Desktop Support Engineer,the Senior Desktop Support Engineer will escalate the issue / problem to proper tier 3 support team member<br><br>Environment understanding and need to be doing vendor coordination whenever required . .",False,12466,0,1715862063000,crawled,1
